Name,Ratings,ReviewCount,Location,Cuisine,Cost (for two)
Magical Flavours,3.6,,"Parel, Mumbai","Ice Cream, Desserts",150
Ruchi Veg Restaurant,3.6,,"Parel, Mumbai","Chinese, North Indian, South Indian, Fast Food, Beverages",500
Sakhi Chinese,3.6,,"Parel, Mumbai",Chinese,250
7 Spice,3.5,,"Parel, Mumbai","Chinese, Thai, North Indian",650
Amantran,3.5,,"Parel, Mumbai","North Indian, Street Food, Chinese",500
Healthy Bites,3.5,,"Parel, Mumbai",North Indian,300
Manchow Point,3.5,,"Parel, Mumbai",Chinese,350
Paninaro,3.5,,"Parel, Mumbai","Healthy Food, Salad, Pizza, Italian",550
Prarthana,3.5,,"Parel, Mumbai","Chinese, North Indian, South Indian, Fast Food, Street Food, Thai, Desserts, Beverages",500
Sarovar Restaurant & Bar,3.5,,"Parel, Mumbai","North Indian, Chinese, Mughlai, Seafood, Salad",450
Shree Siddhivinayak Sandwich And Dabeli Center,3.5,,"Parel, Mumbai","Fast Food, Pizza, Sandwich",200
The Burger,3.5,,"Parel, Mumbai","Burger, Wraps, Chinese, Beverages",200
Pav-O-Licious,3.7,,"Peddar Road, Mumbai",Street Food,250
The House Of Tea By Foodhall,3.5,,"Peddar Road, Mumbai","Cafe, Fast Food, Desserts",800
Roots Cafe,4,166,"Peninsula Redpine, Marol, Mumbai","North Indian, Oriental, Continental, Beverages","1,500"
The Stables Beer Garden,3.6,32,"Peninsula Redpine, Marol, Mumbai","American, Chinese, Continental, Beverages","1,900"
Cafe Delhi Heights,4.3,"1,052","Phoenix Marketcity, Kurla, Mumbai","Continental, Italian, Seafood, North Indian","2,000"
Coffee Culture,4.2,,"Phoenix Marketcity, Kurla, Mumbai","Cafe, Italian, Continental, Beverages, Chinese, North Indian","1,200"
Amoeba Sports Bar,4,261,"Phoenix Marketcity, Kurla, Mumbai","Finger Food, Modern Indian, Chinese, Pizza","1,100"
Chang & Co,4,,"Phoenix Marketcity, Kurla, Mumbai","Asian, Chinese, Thai",800
Rainforest Resto-Bar,4,,"Phoenix Marketcity, Kurla, Mumbai","Chinese, North Indian, Italian, Seafood, Mughlai, Continental, Biryani, Beverages","1,800"
Cinnabon,3.9,,"Phoenix Marketcity, Kurla, Mumbai","Desserts, Beverages",300
Auntie Anne's,3.8,,"Phoenix Marketcity, Kurla, Mumbai","Cafe, American, Desserts, Beverages",500
Pukhtaan,3.8,,"Phoenix Marketcity, Kurla, Mumbai","Lucknowi, Mughlai, Awadhi","1,000"
Pita Pit,3.7,,"Phoenix Marketcity, Kurla, Mumbai","Healthy Food, Salad",300
Springold - The Luxury Cafe,3.7,,"Phoenix Marketcity, Kurla, Mumbai","Cafe, Fast Food, Desserts, Beverages",500
Bayroute,4.9,"1,606","Powai, Mumbai","Middle Eastern, Arabian, Beverages","3,000"
The Finch,4.5,"2,625","Powai, Mumbai","Thai, Chinese, Italian, Continental, Beverages","2,200"
Mia Cucina,4.4,"2,318","Powai, Mumbai","Italian, Continental, Beverages, Fast Food","2,000"
Knotty Yard,4.4,"1,038","Powai, Mumbai","North Indian, Italian, Continental, Chinese","1,500"
Chili's American Grill & Bar,4.3,"9,645","Powai, Mumbai","American, Mexican, Burger, Tex-Mex","1,600"
Soul Curry,4.3,"2,018","Powai, Mumbai","North Indian, Continental, Chinese, Thai","1,800"
Mantra Dining Bar,4.3,"1,778","Powai, Mumbai","Chinese, North Indian, Mughlai","1,300"
Episode One,4.3,428,"Powai, Mumbai","Chinese, Asian, Italian, Fast Food, Beverages","1,000"
Gurukripa,4.2,"2,042","Powai, Mumbai","North Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages, Kebab","1,400"
Jughead's,4,"1,411","Powai, Mumbai","Continental, Italian, Mexican, Chinese","1,300"
Finch BrewCafe,4,204,"Powai, Mumbai","Continental, Asian, Beverages","1,700"
The Wine Table,3.8,86,"Powai, Mumbai",Finger Food,"2,000"
China Valley,4.3,,"Prabhadevi, Mumbai","Chinese, Seafood, Asian",700
Bake Ur Day,4.1,,"Prabhadevi, Mumbai",Bakery,200
Chai Pe Charcha,4.1,,"Prabhadevi, Mumbai","Fast Food, North Indian, Street Food, Tea, Beverages",550
Home Deli,4.1,,"Prabhadevi, Mumbai","Fast Food, Rolls, Chinese, North Indian",850
Collage-Global Flavours,4,,"Prabhadevi, Mumbai","Fast Food, North Indian, Chinese, Beverages",600
Sarangaa,4,,"Prabhadevi, Mumbai","Maharashtrian, Malwani, Chinese",500
Starbucks Coffee,4,,"Prabhadevi, Mumbai","Coffee, Beverages, Desserts",600
Ashok Restaurant,3.9,,"Prabhadevi, Mumbai","Chinese, Mughlai, North Indian, Seafood",700
Bombay Elephant,3.9,,"Prabhadevi, Mumbai","Continental, Fast Food, Biryani, Beverages, Mexican",600
Modakam,3.9,,"Prabhadevi, Mumbai","Maharashtrian, South Indian, North Indian, Street Food",350
Amma Snacks & Caterers,3.8,,"Prabhadevi, Mumbai",South Indian,250
Frozen Bottle,3.8,,"Prabhadevi, Mumbai","Beverages, Desserts, Ice Cream",500
Hoggers,3.8,,"Prabhadevi, Mumbai","Fast Food, Momos, Burger",350
Shashi Coastal Treat,3.8,,"Prabhadevi, Mumbai","North Indian, Chinese, Mangalorean",700
Tea Pea Cafe,3.8,,"Prabhadevi, Mumbai","Fast Food, Sandwich, Tea, Beverages",600
Chala Gomantak,3.7,,"Prabhadevi, Mumbai","Maharashtrian, Seafood",800
Gaavkari,3.7,,"Prabhadevi, Mumbai",Maharashtrian,700
Hashtag 23,3.7,,"Prabhadevi, Mumbai",North Indian,250
Hotel Kohinoor Park,3.7,,"Prabhadevi, Mumbai","North Indian, Chinese, Fast Food",800
Jumboking - Indian Burger,3.7,,"Prabhadevi, Mumbai","Burger, Fast Food",250
Madeleine Patisserie,3.7,,"Prabhadevi, Mumbai","Bakery, Beverages",300
Snacks Fusion,3.7,,"Prabhadevi, Mumbai","Fast Food, Pizza, Desserts",500
Sphinx Of Spice,3.7,,"Prabhadevi, Mumbai","Fast Food, Beverages",450
Clara's Kitchen,3.6,,"Prabhadevi, Mumbai","Goan, North Indian, Chinese, Biryani, Mughlai, Maharashtrian",550
The Bhukkads,3.6,,"Prabhadevi, Mumbai","Fast Food, Beverages, Pizza, Wraps",300
Downtown Dhaba,3.5,,"Prabhadevi, Mumbai","North Indian, Chinese, Biryani",600
Pawar's Pure Veg,3.5,,"Prabhadevi, Mumbai","Chinese, North Indian, Fast Food, Street Food",300
Tasty Treat India,3.5,,"Prabhadevi, Mumbai","South Indian, North Indian, Chinese",250
The Hunger Game,3.5,,"Prabhadevi, Mumbai",Fast Food,400
TGI Fridays,3.8,"2,472","R City Mall, Ghatkopar West, Mumbai","American, Mexican, Italian, Beverages","1,700"
Urban Tadka,4.4,"1,604","R Mall, Mulund West, Mumbai","North Indian, Mughlai, Biryani, Beverages","1,600"
R.K. Wine N Dine,3.9,,"Radha Krishna Hotel, Ghatkopar West, Mumbai","North Indian, Mughlai, Chinese",750
Liquid Lounge - Radisson,3.5,58,"Radisson, Goregaon West, Mumbai","Finger Food, Beverages","2,800"
Bar 87 - Ramada Powai Hotel and Convention Centre,3.9,309,"Ramada Powai Hotel & Convention Centre, Powai, Mumbai","Finger Food, North Indian, Desserts, Beverages","1,900"
Rasoi,3.9,280,"Ramee Guestline Hotel, Dadar, Mumbai","Chinese, North Indian, Kebab, Malwani, Desserts","1,900"
Banquet Of Hoshena,3.5,,"Ramee Guestline Hotel, Juhu, Mumbai",North Indian,"7,000"
Taj Mahal Tea House,4.7,,"Reclamation, Bandra West, Mumbai","Continental, Cafe, Tea, Finger Food, Fast Food, Salad",900
The Nutcracker,4.6,,"Reclamation, Bandra West, Mumbai","Cafe, American, European","1,200"
Ferry Wharf,4.4,,"Reclamation, Bandra West, Mumbai","Seafood, Maharashtrian, Malwani, North Indian, Mangalorean, Biryani, Kebab","1,200"
Country Of Origin,4.3,,"Reclamation, Bandra West, Mumbai","Bakery, Desserts",600
Chaayos - Meri Wali Chai,4.2,,"Reclamation, Bandra West, Mumbai","Tea, Fast Food, Beverages, Street Food",500
Ab Celestial,4.1,"1,139","Reclamation, Bandra West, Mumbai","European, Continental, Asian","5,000"
German Bakery,4,,"Reclamation, Bandra West, Mumbai","Cafe, Italian, Desserts",550
I Café Co.,4,,"Reclamation, Bandra West, Mumbai","Cafe, Italian, Continental, Fast Food, North Indian, Beverages",800
TAO - Asian Kitchen,4,,"Reclamation, Bandra West, Mumbai","Asian, Japanese, Sushi","1,500"
Easyhuman Cafe,3.9,,"Reclamation, Bandra West, Mumbai","Cafe, Continental, Healthy Food","1,200"
Pizza Sabroso,3.9,,"Reclamation, Bandra West, Mumbai","Pizza, Fast Food, Burger, Beverages",500
Desiree,3.8,,"Reclamation, Bandra West, Mumbai","Bakery, Desserts",200
Kalopsia Artisan Coffee,3.8,,"Reclamation, Bandra West, Mumbai","Cafe, Desserts, Beverages",700
Selfish Authentic Seafood,3.8,,"Reclamation, Bandra West, Mumbai","Malwani, Chinese, North Indian","1,200"
Subway,3.7,,"Reclamation, Bandra West, Mumbai","Healthy Food, Sandwich, Salad, Wraps, Fast Food, Beverages",400
Lamisal,3.5,,"Reclamation, Bandra West, Mumbai","Chinese, Fast Food, Beverages",600
Neros Kitchen,3.5,,"Reclamation, Bandra West, Mumbai","Burger, Pizza, Chinese, Sandwich, Fast Food, Wraps, Lebanese",500
Something's Fishy - Regenza By Tunga,4.4,"1,137","Regenza By Tunga Hotels, Vashi, Navi Mumbai","Seafood, North Indian, Goan, Italian, Malwani, Mangalorean, Chinese","1,700"
One Too Many - Regenza By Tunga,4.3,660,"Regenza By Tunga Hotels, Vashi, Navi Mumbai","North Indian, Mexican, Italian, Finger Food","1,700"
Force Lounge,3.5,83,"Royal Challenge Complex, Goregaon , Mumbai","North Indian, Mexican, Continental, Italian, Chinese","1,200"
X Sky Lounge,3.8,412,"RR The Boutique Hotel, Dombivali, Thane","Continental, Beverages, Italian, North Indian, Chinese, Mughlai","1,600"
The Tandoor Rest-o-Bar - Rudra Shelter International,4.4,"1,043","Rudra Shelter International, Vasai, Mumbai","Continental, South Indian, North Indian, Chinese","1,200"
Namak - Sahara Star,4.3,,"Sahara Star, Vile Parle East, Mumbai","Hyderabadi, North Indian, Seafood, Desserts","4,050"
The Earth Plate - Sahara Star,4.3,,"Sahara Star, Vile Parle East, Mumbai","Italian, Asian, Mediterranean, North Indian, Beverages, Fast Food","3,700"
Mabruk - Sahara Star,4.1,,"Sahara Star, Vile Parle East, Mumbai","Lebanese, Mediterranean","4,600"
Manuhaar - Sahara Star,4.1,,"Sahara Star, Vile Parle East, Mumbai","Gujarati, Rajasthani","3,500"
Barrel Mansion,4,524,"Sahara Star, Vile Parle East, Mumbai","Asian, Continental, Italian, Bar Food","3,500"
Club Sirkus,4,,"Sahara Star, Vile Parle East, Mumbai","Finger Food, Pizza","3,000"
Ocean - The Private Dining Room - Sahara Star,3.8,,"Sahara Star, Vile Parle East, Mumbai","Asian, Seafood, North Indian, Mediterranean","3,000"
Diwine - Sahara Star,3.7,46,"Sahara Star, Vile Parle East, Mumbai","North Indian, Continental","5,000"
The Bakery Shop - Sahara Star,3.5,,"Sahara Star, Vile Parle East, Mumbai",Bakery,350
The Bigg Small Cafe + Bar,4.3,535,"Sakinaka, Mumbai","Fast Food, North Indian, Chinese, Continental, Beverages","1,300"
Curry Twist,4.3,,"Sakinaka, Mumbai","North Indian, Continental, Asian","1,600"
Chakra,4.2,,"Sakinaka, Mumbai","North Indian, Mughlai, Chinese, Continental, Seafood, Thai, Desserts, Beverages","1,100"
Urban Tadka,4.2,,"Sakinaka, Mumbai","North Indian, Mughlai, Biryani, Beverages","1,600"
Oozo,4.1,"3,067","Sakinaka, Mumbai","Chinese, Italian, Continental, North Indian, Finger Food","1,800"
5 Spice,4.1,,"Sakinaka, Mumbai","Chinese, Asian, Thai, Seafood","1,100"
Cocoamaya,4.1,,"Sakinaka, Mumbai","Bakery, Desserts, Beverages",850
Waffle Shack,4.1,,"Sakinaka, Mumbai","Desserts, Fast Food, Sandwich, Salad, Juices, Beverages",350
KFC,4,,"Sakinaka, Mumbai","Burger, Fast Food, Beverages",500
Shagun Restaurant & Bar,3.9,127,"Sakinaka, Mumbai","Chinese, North Indian, South Indian, Mughlai, Finger Food",500
OTP - On Toes Pub,3.9,89,"Sakinaka, Mumbai","Chinese, Italian, Finger Food, Seafood, Fast Food, Mughlai, Thai, Pasta","1,300"
Sudarshan Veg Restaurant,3.9,,"Sakinaka, Mumbai","Chinese, South Indian, North Indian, Fast Food, Street Food, Desserts, Beverages",700
Combos King,3.8,,"Sakinaka, Mumbai","Chinese, Seafood",300
Tasty Bite,3.8,,"Sakinaka, Mumbai","Chinese, North Indian, Kebab, Mughlai",400
The Foodies Station,3.8,,"Sakinaka, Mumbai",Chinese,500
The Spot,3.8,,"Sakinaka, Mumbai","Burger, Fast Food",300
Newyork Cafe,3.7,,"Sakinaka, Mumbai","North Indian, Fast Food, Beverages, Chinese",500
Brother's Kitchen,3.6,,"Sakinaka, Mumbai","Chinese, North Indian",400
Nagori M.A.S Milk And Tea Corner,3.6,,"Sakinaka, Mumbai","Street Food, Beverages",100
Premacha Chaha,3.6,,"Sakinaka, Mumbai","Street Food, Beverages, Juices, Tea, Desserts",100
Rahat Darbar,3.6,,"Sakinaka, Mumbai","North Indian, Mughlai, Chinese, Arabian, Biryani",850
Supreme Restaurant,3.6,,"Sakinaka, Mumbai","North Indian, Mughlai, Chinese, Seafood, Sandwich, Fast Food, Desserts, Beverages",700
The Burger Shack Co,3.6,,"Sakinaka, Mumbai","Burger, Finger Food, Wraps, Sandwich, Beverages, Fast Food",400
The Toast & Grill,3.6,,"Sakinaka, Mumbai","Fast Food, Beverages",400
Dola Kitchen & Bar,3.5,15,"Sakinaka, Mumbai","North Indian, Asian, Continental",850
MomoBa - Dimsum & More,3.5,,"Sakinaka, Mumbai",Momos,450
New Shalimar Cold Drink House,3.5,,"Sakinaka, Mumbai","Beverages, Fast Food, Street Food, South Indian, Desserts",400
91 Rosewood Villa,4.5,785,"Sanpada, Navi Mumbai","Chinese, Continental, Mexican, North Indian","1,500"
Classic Restaurant & Bar,4,184,"Sanpada, Navi Mumbai","North Indian, Chinese","1,000"
Sazio Luxury Dining,3.9,131,"Sanpada, Navi Mumbai","North Indian, Continental, Chinese, Thai",750
Big Binge Co.,4.3,,"Santacruz East, Mumbai","Chinese, Mexican, Italian, Fast Food",600
King Chilli Chindian Fusion,4.2,,"Santacruz East, Mumbai","North Indian, Chinese, Asian, Thai, Seafood",600
Thotrin Cafe,4.2,,"Santacruz East, Mumbai","North Eastern, Chinese, Thai",500
Vienna Bakery,4,,"Santacruz East, Mumbai","Bakery, Fast Food",300
Garden Treat,3.9,146,"Santacruz East, Mumbai","North Indian, Chinese, Mughlai, Continental, Seafood, Bar Food, Desserts, Beverages","1,100"
Gopal Krishna Veg,3.9,,"Santacruz East, Mumbai","Fast Food, Chinese, South Indian, North Indian",500
King Chilli Oriental Restaurant,3.9,,"Santacruz East, Mumbai","Chinese, Asian, Seafood",650
The Big Owl,3.8,113,"Santacruz East, Mumbai","North Indian, Mughlai, Chinese, Continental","1,500"
Cheezzila,3.8,,"Santacruz East, Mumbai","Pizza, Fast Food, Beverages",500
Desi Videsi,3.8,,"Santacruz East, Mumbai","Fast Food, South Indian, Street Food, Beverages",300
Grand,3.8,,"Santacruz East, Mumbai","North Indian, Mughlai, Chinese, Seafood",600
Here's The Vibe,3.8,,"Santacruz East, Mumbai","Rolls, Pizza, Burger, Sandwich, Italian, Salad, Fast Food, Beverages",500
Nuskha,3.8,,"Santacruz East, Mumbai","North Indian, Mughlai, Fast Food",400
China Bite,3.7,,"Santacruz East, Mumbai","Chinese, Thai",700
Hotel Jai Bhavani,3.7,,"Santacruz East, Mumbai","Chinese, North Indian, South Indian",200
Hotel Shree Laxmi,3.7,,"Santacruz East, Mumbai",Chinese,400
Hotel Sudarshan,3.7,,"Santacruz East, Mumbai","North Indian, South Indian, Chinese, Street Food, Beverages",400
Navratna,3.7,,"Santacruz East, Mumbai","Biryani, Chinese, Desserts, North Indian, Beverages",650
Rite On Coal,3.7,,"Santacruz East, Mumbai","North Indian, Mughlai, Chinese",600
Taco Cheena,3.7,,"Santacruz East, Mumbai","Chinese, Mughlai",700
Tandoor Nation,3.7,,"Santacruz East, Mumbai","North Indian, Chinese, Rolls",300
The Bombay Sultaani Biryani House,3.7,,"Santacruz East, Mumbai","North Indian, Mughlai, Biryani, Fast Food",500
Tiffanys Resto Bar,3.7,,"Santacruz East, Mumbai","North Indian, Chinese, Mughlai, Biryani, Seafood",950
What The Fries,3.7,,"Santacruz East, Mumbai",Fast Food,300
Al Zaiqa,3.6,,"Santacruz East, Mumbai",Chinese,450
China Plus,3.6,,"Santacruz East, Mumbai",Chinese,500
Grill's Chinese,3.6,,"Santacruz East, Mumbai","Chinese, BBQ",300
Hare Krishna,3.6,,"Santacruz East, Mumbai","Mughlai, South Indian, Continental, North Indian, Asian, Healthy Food, Biryani, Street Food",800
Hotel Sadichha,3.6,,"Santacruz East, Mumbai","Chinese, North Indian, Malwani",600
Jango's Pizza,3.6,,"Santacruz East, Mumbai","Pizza, Fast Food, Desserts",500
Second House Kitchen,3.6,,"Santacruz East, Mumbai","Chinese, Italian, Fast Food, Continental, Wraps",600
Shekhar Family Restaurant,3.6,,"Santacruz East, Mumbai","North Indian, Chinese",300
Hangout Cakes & More,3.5,,"Santacruz East, Mumbai","Bakery, Desserts, Fast Food",500
Hotel Vihar,3.5,,"Santacruz East, Mumbai","North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages",600
Kripa Saagar,3.5,,"Santacruz East, Mumbai","South Indian, North Indian, Chinese, Fast Food",600
Sadguru Sandwich,3.5,,"Santacruz East, Mumbai",Sandwich,200
Tender Fresh Ice Creams,3.5,,"Santacruz East, Mumbai","Ice Cream, Desserts",150
The Camp,3.5,,"Santacruz East, Mumbai","Chinese, North Indian, Maharashtrian, Kebab, Mughlai",700
Tamak,4.4,,"Santacruz West, Mumbai","North Indian, Mughlai, Kebab, Desserts, Beverages","1,500"
Bombay Adda,4.3,"5,347","Santacruz West, Mumbai","North Indian, Chinese, Asian, Desserts","2,000"
Gokul Ice Creams,4.3,,"Santacruz West, Mumbai","Ice Cream, Desserts",250
Tequila Sunrise,4.3,,"Santacruz West, Mumbai","Mexican, Italian, North Indian, Chinese, South Indian, Maharashtrian","1,000"
Club Bombay at Sheesha Sky Lounge,4.2,281,"Santacruz West, Mumbai","North Indian, Chinese, Mughlai, Kebab, Beverages, Fast Food","1,500"
Zenmai,4.1,174,"Santacruz West, Mumbai","Asian, Japanese, Chinese, Thai, Beverages","2,400"
Fat Choy,4.1,,"Santacruz West, Mumbai","Asian, Seafood",600
Sorrentina By Foodhall,4.1,,"Santacruz West, Mumbai","Italian, Fast Food, Beverages","2,400"
Sugar Rush,4.1,,"Santacruz West, Mumbai",Bakery,300
Kurtosshhh,4,,"Santacruz West, Mumbai","European, Mexican, Beverages",500
New Shanghai,4,,"Santacruz West, Mumbai","Chinese, Thai, Maharashtrian",500
Shabari,4,,"Santacruz West, Mumbai","North Indian, Chinese, South Indian, Street Food, Beverages, Desserts, Fast Food",700
Dynasty,3.9,,"Santacruz West, Mumbai","Chinese, Seafood","1,000"
Splendid Cakes And More,3.9,,"Santacruz West, Mumbai","Bakery, Desserts",350
Shamia Restaurant,3.8,,"Santacruz West, Mumbai","Chinese, North Indian, Mughlai, Fast Food, Ice Cream, Beverages",550
Créme De La Créme,3.7,,"Santacruz West, Mumbai",Desserts,500
D'oh Boy,3.7,,"Santacruz West, Mumbai","Fast Food, Italian, Beverages",500
Entisi Chocolatier,3.7,,"Santacruz West, Mumbai",Desserts,600
Kaka Kaki,3.7,,"Santacruz West, Mumbai","Bohri, North Indian, Fast Food",400
Ministry Of Eggs,3.7,,"Santacruz West, Mumbai","Healthy Food, Sandwich, Rolls, Fast Food",300
Juhu Food Exchange,3.6,,"Santacruz West, Mumbai","Wraps, Biryani, Fast Food, Beverages",300
Mantra,3.6,,"Santacruz West, Mumbai","North Indian, Chinese, Mughlai, Seafood, Street Food, Fast Food",600
National Restaurant & Bar,3.6,,"Santacruz West, Mumbai","North Indian, Chinese, Biryani, Kebab, Mughlai, Malwani",650
Natural Cake Stop,3.6,,"Santacruz West, Mumbai","Bakery, Desserts",250
Nice Fast Food,3.6,,"Santacruz West, Mumbai","Mughlai, Rolls",300
Tongue Twister,3.6,,"Santacruz West, Mumbai","Street Food, Fast Food, Beverages, Desserts",400
Ice Cream Desserrts,3.5,,"Santacruz West, Mumbai","Desserts, Ice Cream",400
Genuine Broaster Chicken,4.3,"1,520","Satra Plaza, Vashi, Navi Mumbai","American, Italian, North Indian, Kebab, Biryani, Fast Food","1,500"
Live It Up,4,830,"Satra Plaza, Vashi, Navi Mumbai","North Indian, Chinese, Mughlai","1,000"
Jeon - Sea Princess,4,,"Sea Princess, Juhu, Mumbai","Italian, North Indian, Mediterranean, Fast Food","2,200"
Fly High,4,"1,276","Seawoods Grand Central Mall, Seawoods, Navi Mumbai","Continental, Asian, Mughlai","1,600"
Olde Bailey's,4,388,"Seawoods Grand Central Mall, Seawoods, Navi Mumbai","Cafe, Italian, Mexican, Beverages","1,100"
Tasty Wok,3.8,,"Sewri, Mumbai","Chinese, Seafood",600
Malhar Pure Veg,3.6,,"Sewri, Mumbai","South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages",450
Guru Kripa,4.5,,"Sion, Mumbai","Fast Food, Street Food, South Indian, North Indian",300
Hardeep Punjab,4.4,"1,317","Sion, Mumbai","North Indian, Mughlai, Kebab, Chinese, Asian, Seafood, Beverages","1,200"
Sion Lunch Home,4.3,,"Sion, Mumbai","Mangalorean, North Indian, Chinese, Seafood, Biryani",800
Cafe Istaa,4.2,,"Sion, Mumbai","Cafe, Desserts, Italian, Salad, Fast Food, Pizza",600
Chawla Fast Food,4,,"Sion, Mumbai","North Indian, Chinese",250
Himalaya,4,,"Sion, Mumbai","North Indian, Chinese",450
Hotel Sagar,4,,"Sion, Mumbai","North Indian, Chinese, Biryani",300
Mini Punjab,4,,"Sion, Mumbai","North Indian, Mughlai, Chinese, Biryani, Rolls, Beverages, Desserts","1,000"
Peninsula,4,,"Sion, Mumbai","North Indian, Mughlai, Chinese, Goan, Italian, Seafood","1,000"
Sheer Joy,4,,"Sion, Mumbai","Bakery, Desserts",500
Tewari Bros. Mithaiwala,4,,"Sion, Mumbai","Fast Food, Street Food, Mithai",300
Peninsula Next,3.9,381,"Sion, Mumbai","North Indian, Mughlai, Chinese","1,200"
Cafe Vrindavan,3.9,,"Sion, Mumbai","South Indian, North Indian, Fast Food, Street Food, Beverages",600
Hanuman Restaurant,3.9,,"Sion, Mumbai","North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts",650
Hotel Lijesh,3.9,,"Sion, Mumbai","South Indian, Kerala, Seafood",350
Koliwada Chicken & Fish Fry Corner,3.9,,"Sion, Mumbai","North Indian, Chinese, Mughlai, Biryani, Maharashtrian",500
Sardar Paaya House,3.9,,"Sion, Mumbai","North Indian, Biryani",450
Brasserie 1935 Kitchen & Bar,3.8,123,"Sion, Mumbai","North Indian, Chinese, Asian, Continental, Desserts","1,300"
Aparna,3.8,,"Sion, Mumbai","North Indian, South Indian, Chinese, Seafood",700
Eatup,3.8,,"Sion, Mumbai","North Indian, Chinese, Beverages",500
Jhakas Family Restaurant,3.8,,"Sion, Mumbai","North Indian, Chinese, Thai, Desserts, Maharashtrian, Mughlai, Lebanese",800
Manjeet Chole Puri Wala,3.8,,"Sion, Mumbai",North Indian,300
Seven Seven,3.8,,"Sion, Mumbai","Pizza, Fast Food, Continental, Chinese, Beverages",500
Singh Grill Chaap,3.8,,"Sion, Mumbai","North Indian, Biryani",500
Food Fantasy Restro Cafe,3.7,,"Sion, Mumbai","Chinese, Biryani, North Indian, Fast Food",500
Mysore Boarding,3.7,,"Sion, Mumbai","North Indian, South Indian, Street Food",300
Ramesh Da Dhaba,3.7,,"Sion, Mumbai",North Indian,200
Shlok Hot Spot,3.7,,"Sion, Mumbai",Chinese,300
Status Pure Veg,3.7,,"Sion, Mumbai","North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts, Beverages",500
Aanachi Chinese Fast Food,3.6,,"Sion, Mumbai",Chinese,200
Agarwal Fast Food Pure Veg,3.6,,"Sion, Mumbai",North Indian,250
Akkad Bakkad Bombay Boom,3.6,,"Sion, Mumbai","Sandwich, Fast Food, Desserts",300
Balli Chinese &Fast Food,3.6,,"Sion, Mumbai",Chinese,300
Deluxe Corner,3.6,,"Sion, Mumbai","North Indian, Chinese, Mughlai",450
Lucknowee Kebab's,3.6,,"Sion, Mumbai","Kebab, Mughlai, North Indian, Rolls",500
New Punjab Restaurant,3.6,,"Sion, Mumbai","Chinese, Mughlai, Maharashtrian",650
Rakesh Da Dhaba,3.6,,"Sion, Mumbai",North Indian,150
Ramdeo,3.6,,"Sion, Mumbai","North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages",550
Savage AF,3.6,,"Sion, Mumbai","Fast Food, Beverages, Desserts",650
Tasty Parota Corner,3.6,,"Sion, Mumbai","Chinese, South Indian",300
Annai Dosa Corner,3.5,,"Sion, Mumbai",South Indian,200
Delhi Chinese Centre,3.5,,"Sion, Mumbai",Chinese,300
Food Costa,3.5,,"Sion, Mumbai","Fast Food, Sandwich, South Indian, Chinese, Beverages",400
Food Garage,3.5,,"Sion, Mumbai","Fast Food, Sandwich, Chinese",250
Hotel Himalaya,3.5,,"Sion, Mumbai","North Indian, South Indian, Mughlai, Chinese, Malwani, Beverages",600
Oven Plus Bistro,3.5,,"Sion, Mumbai","Bakery, Desserts, Fast Food, North Indian, Chinese, Street Food, Beverages",300
Raj Palace Restaurant,3.5,,"Sion, Mumbai","North Indian, Mughlai, Seafood, Kebab, Chinese",500
Sangam,3.5,,"Sion, Mumbai","North Indian, Chinese, Maharashtrian",400
Jyran - Sofitel,4.5,,"Sofitel, Bandra Kurla Complex, Mumbai","North Indian, Fast Food, Continental","3,300"
Pondichery Cafe - Sofitel,4.3,,"Sofitel, Bandra Kurla Complex, Mumbai","French, European, Asian, North Indian, Healthy Food, Beverages","4,500"
Artisan - Sofitel,4.1,,"Sofitel, Bandra Kurla Complex, Mumbai","Continental, French, Desserts","2,200"
Le Bar Diamantaire - Sofitel,4,,"Sofitel, Bandra Kurla Complex, Mumbai","Finger Food, Pizza, Chinese, American","4,000"
The Yellow Chilli,4.2,,"Star Mall, Dadar West, Mumbai","North Indian, Mughlai","1,300"
McDonald's,4,,"Star Mall, Dadar West, Mumbai","Fast Food, Beverages",400
Miky's Pizza,3.8,,"Star Mall, Dadar West, Mumbai","Pizza, Fast Food",500
Haaochi - Sun N Sand Hotel,4.2,,"Sun n Sand Hotel, Juhu, Mumbai","Asian, Chinese, Seafood, Thai, Beverages, Tea","3,000"
Aqua - Sun N Sand Hotel,4,,"Sun n Sand Hotel, Juhu, Mumbai","Pizza, North Indian, American, Continental, Italian, Seafood, Desserts, Beverages","3,500"
The Beachcomber - Sun N Sand Hotel,3.9,,"Sun n Sand Hotel, Juhu, Mumbai",Finger Food,"3,000"
Kabab Hut - Sun N Sand Hotel,3.8,,"Sun n Sand Hotel, Juhu, Mumbai","North Indian, Mughlai, Lucknowi, Hyderabadi","3,000"
Sunset Lounge - Sun N Sand Hotel,3.5,,"Sun n Sand Hotel, Juhu, Mumbai","Mexican, Italian, Beverages","1,400"
Toast - Bistro & Bar,4.3,906,"T24 Residency, Marol, Mumbai","North Indian, Chinese, Fast Food, Pizza, Burger, Continental","1,900"
